EmpID,Age,AgeGroup,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,SalarySlab,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryGap,DailyRateGap
RM147,30,26-35,0,Travel_Rarely,Research & Development,2,1,Medical,2,Male,35,2,1,Laboratory Technician,4,Single,Upto 5k,11162,0,No,13,3,4,0,6,3,3,5,3,1,3.0,27.0,594.5
RM168,30,26-35,0,Travel_Rarely,Sales,5,3,Life Sciences,2,Female,41,3,3,Sales Executive,4,Married,5k-10k,8053,2,No,12,3,3,1,12,2,3,10,9,7,4.0,169.0,486.0
RM174,30,26-35,0,Non-Travel,Research & Development,9,3,Medical,3,Male,66,3,2,Laboratory Technician,1,Divorced,Upto 5k,11012,1,No,11,3,3,2,12,4,3,12,9,6,10.0,-2146.0,-641.5
RM212,30,26-35,0,Non-Travel,Research & Development,1,1,Life Sciences,3,Male,88,2,3,Manufacturing Director,3,Single,5k-10k,20925,1,No,22,4,3,0,12,2,3,11,8,5,8.0,-1819.0,13.0
RM215,30,26-35,1,Travel_Rarely,Research & Development,3,3,Technical Degree,4,Female,88,3,1,Research Scientist,1,Single,Upto 5k,8556,5,Yes,11,3,3,0,8,5,3,5,2,0,4.0,-36.0,172.5
RM217,30,26-35,1,Travel_Frequently,Sales,26,4,Marketing,3,Female,52,2,2,Sales Executive,1,Single,5k-10k,22967,5,No,15,3,3,0,9,5,2,6,3,0,1.0,1273.0,-441.5
RM325,30,26-35,0,Travel_Rarely,Research & Development,28,2,Medical,4,Female,64,3,2,Research Scientist,4,Married,5k-10k,11934,1,No,13,3,4,2,11,2,3,10,8,1,9.0,557.0,522.5
RM339,30,26-35,0,Travel_Rarely,Sales,5,3,Marketing,4,Female,30,2,2,Sales Executive,3,Divorced,5k-10k,5431,1,No,13,3,3,3,10,2,3,10,9,1,2.0,695.0,-205.5
RM355,30,26-35,0,Non-Travel,Sales,25,2,Technical Degree,4,Female,85,3,2,Sales Executive,3,Married,Upto 5k,6069,7,Yes,12,3,2,1,4,2,4,2,2,2,2.0,-687.0,-134.5
RM382,30,26-35,0,Travel_Rarely,Sales,2,1,Technical Degree,3,Male,72,3,1,Sales Representative,2,Married,Upto 5k,17434,1,No,18,3,1,1,1,3,3,1,0,0,0.0,-96.0,-544.0
RM386,30,26-35,1,Travel_Frequently,Research & Development,4,3,Technical Degree,3,Male,40,3,1,Research Scientist,4,Single,Upto 5k,3427,9,Yes,23,4,3,0,3,4,3,1,0,0,0.0,-408.0,-368.5
RM403,30,26-35,0,Travel_Rarely,Sales,12,3,Technical Degree,2,Female,83,3,2,Sales Executive,3,Single,5k-10k,19558,0,No,11,3,2,0,6,6,3,5,4,4,4.0,1154.0,306.5
RM411,30,26-35,0,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Female,43,1,2,Manufacturing Director,4,Single,5k-10k,24793,2,No,20,4,3,0,11,2,3,5,4,0,2.0,873.0,-435.5
RM420,30,26-35,0,Non-Travel,Research & Development,3,3,Life Sciences,3,Male,53,3,1,Laboratory Technician,4,Married,Upto 5k,16734,4,No,15,3,3,1,9,3,1,5,3,1,4.0,-596.0,567.5
RM424,30,26-35,0,Non-Travel,Sales,22,4,Other,3,Female,69,3,3,Sales Executive,1,Married,5k-10k,2890,0,No,11,3,3,0,10,3,3,9,8,7,8.0,-838.0,545.0
RM427,30,26-35,0,Non-Travel,Research & Development,2,3,Medical,3,Female,49,3,1,Laboratory Technician,4,Single,Upto 5k,7181,0,No,14,3,3,0,12,2,2,11,7,6,7.0,-129.0,283.5
RM438,30,26-35,0,Travel_Rarely,Sales,7,1,Marketing,4,Male,57,3,1,Sales Representative,2,Single,Upto 5k,18398,0,No,14,3,1,0,4,3,3,3,2,1,2.0,411.0,-333.0
RM481,30,26-35,1,Travel_Frequently,Sales,12,4,Life Sciences,2,Male,74,2,1,Sales Representative,1,Married,Upto 5k,14470,1,No,18,3,3,1,1,2,4,1,0,0,0.0,-539.0,-298.0
RM502,30,26-35,0,Travel_Frequently,Research & Development,3,3,Medical,3,Female,71,3,1,Research Scientist,3,Divorced,Upto 5k,22653,1,No,20,4,3,1,1,2,3,1,0,0,0.0,-610.0,-672.5
RM546,30,26-35,0,Travel_Rarely,Sales,27,5,Marketing,3,Male,99,3,2,Sales Executive,4,Divorced,5k-10k,25275,7,No,23,4,4,1,10,2,2,8,7,7,7.0,-119.0,-274.5
RM582,30,26-35,0,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,38,1,1,Laboratory Technician,3,Married,Upto 5k,24375,3,No,21,4,3,2,7,2,3,2,2,0,2.0,1140.0,88.5
RM603,30,26-35,0,Travel_Rarely,Research & Development,2,3,Medical,3,Female,52,2,2,Manufacturing Director,4,Single,5k-10k,20234,5,Yes,24,4,2,0,12,4,2,0,0,0,0.0,1659.0,193.5
RM624,30,26-35,0,Travel_Frequently,Research & Development,5,4,Life Sciences,2,Male,75,2,1,Research Scientist,4,Divorced,Upto 5k,2373,9,No,12,3,2,1,10,3,2,5,4,0,3.0,1068.0,179.5
RM703,30,26-35,0,Travel_Rarely,Sales,8,2,Other,3,Male,62,3,3,Sales Executive,3,Divorced,5k-10k,9977,5,No,11,3,1,1,10,2,4,8,4,7,7.0,-1986.0,-622.0
RM721,30,26-35,1,Travel_Rarely,Research & Development,22,3,Life Sciences,1,Female,48,3,1,Research Scientist,3,Married,Upto 5k,11539,4,Yes,11,3,2,0,7,2,3,5,2,0,1.0,-561.0,-694.5
RM731,30,26-35,0,Travel_Rarely,Research & Development,8,2,Life Sciences,2,Female,73,4,3,Research Director,1,Married,10k-15k,17802,0,Yes,12,3,3,3,9,4,2,8,7,1,7.0,1123.0,-663.0
RM733,30,26-35,1,Travel_Frequently,Research & Development,5,3,Medical,2,Female,60,3,1,Laboratory Technician,2,Single,Upto 5k,25725,0,No,17,3,1,0,4,3,3,3,2,1,2.0,-271.0,-723.5
RM783,30,26-35,0,Travel_Rarely,Research & Development,20,3,Other,3,Male,85,3,2,Manufacturing Director,1,Married,5k-10k,9096,0,No,15,3,3,1,7,1,2,6,2,0,2.0,4739.0,423.5
RM845,30,26-35,0,Travel_Rarely,Sales,10,3,Marketing,3,Male,72,2,2,Sales Executive,3,Married,5k-10k,2706,1,No,18,3,1,1,10,3,3,10,3,1,4.0,1155.0,76.5
RM866,30,26-35,0,Travel_Rarely,Sales,29,4,Life Sciences,3,Male,61,3,2,Sales Executive,1,Divorced,Upto 5k,13192,8,No,19,3,3,3,8,3,3,4,3,0,3.0,-1308.0,553.5
RM875,30,26-35,0,Travel_Rarely,Research & Development,7,4,Life Sciences,3,Male,49,3,2,Laboratory Technician,3,Divorced,Upto 5k,11309,1,No,13,3,1,3,10,4,2,10,7,8,9.0,-1727.0,100.5
RM887,30,26-35,0,Travel_Rarely,Research & Development,1,3,Medical,4,Male,63,3,1,Research Scientist,2,Married,Upto 5k,9369,0,Yes,21,4,1,1,12,2,3,11,9,5,7.0,886.0,632.5
RM932,30,26-35,0,Non-Travel,Research & Development,9,2,Medical,3,Female,72,3,2,Manufacturing Director,3,Single,Upto 5k,12858,7,Yes,18,3,3,0,10,3,3,8,4,1,7.0,-523.0,126.5
RM942,30,26-35,0,Travel_Rarely,Research & Development,6,3,Technical Degree,1,Female,48,2,2,Laboratory Technician,4,Married,Upto 5k,23631,0,No,12,3,1,1,10,6,3,9,2,6,7.0,-591.0,385.5
RM949,30,26-35,0,Travel_Rarely,Research & Development,17,4,Medical,2,Female,95,3,3,Manager,1,Married,10k-15k,25927,1,Yes,23,4,4,2,9,2,3,9,1,0,8.0,1623.0,-182.0
RM1014,30,26-35,0,Travel_Rarely,Sales,7,4,Marketing,4,Female,73,3,2,Sales Executive,1,Divorced,Upto 5k,12761,7,No,14,3,2,2,8,3,3,3,2,0,2.0,-644.0,79.5
RM1050,30,26-35,0,Travel_Rarely,Sales,16,1,Life Sciences,4,Male,96,3,2,Sales Executive,3,Married,5k-10k,2939,8,No,15,3,3,2,4,2,2,2,1,2,2.0,-122.0,582.5
RM1053,30,26-35,0,Non-Travel,Research & Development,7,3,Technical Degree,3,Male,64,3,1,Research Scientist,3,Divorced,Upto 5k,7152,1,No,13,3,2,2,1,2,2,1,0,0,0.0,-1419.0,157.5
RM1065,30,26-35,0,Travel_Rarely,Human Resources,1,3,Life Sciences,3,Male,46,3,1,Human Resources,3,Divorced,Upto 5k,15428,0,No,21,4,1,1,6,3,4,5,3,1,3.0,-632.0,-458.0
RM1107,30,26-35,1,Travel_Rarely,Sales,1,3,Life Sciences,2,Male,64,2,2,Sales Executive,1,Married,5k-10k,5323,1,No,11,3,4,1,10,4,3,10,8,6,7.0,4291.0,-35.5
RM1110,30,26-35,0,Travel_Rarely,Sales,29,4,Technical Degree,3,Male,33,3,3,Sales Executive,2,Married,5k-10k,17799,3,No,12,3,2,1,9,3,3,4,2,1,3.0,0.0,435.0
RM1142,30,26-35,0,Travel_Rarely,Research & Development,7,3,Medical,2,Male,48,2,1,Research Scientist,2,Married,Upto 5k,5348,1,No,12,3,2,1,6,3,2,6,4,1,1.0,-552.0,-591.5
RM1234,30,26-35,0,Travel_Rarely,Research & Development,16,1,Life Sciences,2,Male,33,3,1,Research Scientist,4,Married,Upto 5k,3811,1,No,12,3,2,1,10,2,2,10,0,0,8.0,169.0,-39.5
RM1245,30,26-35,0,Travel_Frequently,Research & Development,2,4,Technical Degree,4,Female,78,2,1,Research Scientist,1,Single,Upto 5k,26427,0,No,16,3,4,0,10,2,3,9,7,0,7.0,2275.0,479.5
RM1247,30,26-35,1,Travel_Frequently,Human Resources,8,3,Human Resources,3,Female,66,2,1,Human Resources,4,Divorced,Upto 5k,9732,6,No,11,3,3,1,6,0,2,4,2,1,2.0,-516.0,-188.0
RM1252,30,26-35,0,Travel_Rarely,Sales,15,2,Marketing,3,Male,94,2,3,Sales Executive,1,Divorced,5k-10k,3088,2,No,11,3,1,1,12,2,3,7,7,1,7.0,-2110.0,126.0
RM1260,30,26-35,0,Travel_Rarely,Research & Development,16,3,Life Sciences,3,Male,58,4,2,Healthcare Representative,3,Married,5k-10k,9128,3,No,16,3,3,1,10,3,3,7,0,1,7.0,76.0,-447.5
RM1297,30,26-35,0,Travel_Rarely,Research & Development,10,3,Medical,1,Female,64,3,3,Manufacturing Director,3,Single,5k-10k,2739,9,No,14,3,2,0,9,3,3,7,7,0,2.0,-626.0,276.0
RM1339,30,26-35,1,Travel_Rarely,Sales,9,3,Medical,2,Male,89,3,1,Sales Representative,4,Single,Upto 5k,16019,1,No,13,3,3,0,1,3,2,1,0,0,0.0,-1491.0,199.0
RM1413,30,26-35,0,Travel_Rarely,Research & Development,1,2,Medical,4,Male,76,3,1,Laboratory Technician,2,Married,Upto 5k,4077,1,No,13,3,3,0,12,6,2,12,8,1,7.0,1055.0,78.5
RM013,31,26-35,0,Travel_Rarely,Research & Development,26,1,Life Sciences,1,Male,31,3,1,Research Scientist,3,Divorced,Upto 5k,15170,1,No,17,3,4,1,5,1,2,5,2,4,3.0,218.0,-162.5
RM059,31,26-35,0,Travel_Rarely,Research & Development,7,4,Life Sciences,4,Male,48,3,2,Laboratory Technician,4,Divorced,5k-10k,9528,3,No,22,4,4,1,10,3,2,7,7,1,7.0,697.0,-97.5
RM073,31,26-35,0,Travel_Rarely,Research & Development,1,4,Medical,3,Male,87,3,1,Research Scientist,2,Single,Upto 5k,18775,1,No,17,3,2,0,1,4,3,1,1,1,3.0,-192.0,249.5
RM076,31,26-35,0,Travel_Rarely,Research & Development,8,4,Life Sciences,3,Female,61,3,2,Manufacturing Director,4,Single,Upto 5k,20682,1,No,23,4,4,0,11,2,3,11,7,1,3.0,-794.0,-6.5
RM125,31,26-35,1,Travel_Rarely,Sales,6,4,Life Sciences,2,Male,76,1,2,Sales Executive,3,Married,5k-10k,20739,4,Yes,18,3,2,0,12,3,2,7,7,7,7.0,749.0,-526.5
RM133,31,26-35,1,Travel_Rarely,Sales,20,3,Life Sciences,2,Female,71,1,2,Sales Executive,3,Married,Upto 5k,24788,3,Yes,11,3,3,1,4,2,3,2,2,2,2.0,-864.0,-233.5
RM181,31,26-35,0,Travel_Rarely,Research & Development,12,1,Medical,3,Female,95,3,1,Research Scientist,4,Married,Upto 5k,6984,8,Yes,23,4,3,1,7,0,3,4,2,0,2.0,1236.0,-692.5
RM225,31,26-35,0,Non-Travel,Research & Development,1,4,Medical,3,Male,90,1,2,Manufacturing Director,3,Married,Upto 5k,4381,0,No,12,3,4,1,6,2,3,5,4,1,4.0,-873.0,226.5
RM246,31,26-35,0,Travel_Frequently,Research & Development,3,4,Medical,2,Male,73,3,3,Research Director,3,Divorced,10k-15k,13523,9,No,12,3,1,1,9,3,3,2,2,2,2.0,3382.0,511.0
RM260,31,26-35,1,Travel_Frequently,Research & Development,29,2,Medical,3,Male,71,2,1,Laboratory Technician,2,Single,Upto 5k,11652,0,No,11,3,2,0,6,2,4,5,4,1,4.0,786.0,-525.5
RM267,31,26-35,0,Travel_Rarely,Research & Development,23,3,Medical,2,Male,64,2,2,Healthcare Representative,4,Married,5k-10k,14408,0,No,21,4,2,1,10,2,3,9,0,7,8.0,364.0,710.5
RM293,31,26-35,0,Travel_Frequently,Sales,5,3,Marketing,4,Female,84,3,1,Sales Representative,2,Divorced,Upto 5k,3909,1,No,11,3,3,1,2,5,2,2,2,2,2.0,217.0,-302.0
RM304,31,26-35,0,Travel_Rarely,Sales,7,3,Technical Degree,2,Male,100,4,2,Sales Executive,4,Married,5k-10k,12241,4,No,11,3,2,1,10,3,2,8,7,7,7.0,1506.0,-557.5
RM310,31,26-35,0,Travel_Rarely,Research & Development,5,4,Technical Degree,3,Male,86,3,1,Research Scientist,4,Married,Upto 5k,10077,0,Yes,12,3,3,1,6,4,3,5,2,0,3.0,2128.0,-141.5
RM311,31,26-35,0,Travel_Rarely,Human Resources,2,3,Human Resources,1,Male,62,2,2,Human Resources,1,Married,5k-10k,17822,3,No,12,3,4,0,9,1,3,2,2,1,0.0,425.0,-782.0
RM313,31,26-35,0,Travel_Rarely,Research & Development,2,4,Life Sciences,3,Male,32,3,1,Research Scientist,4,Divorced,Upto 5k,7747,0,Yes,18,3,2,1,3,2,1,2,2,2,2.0,2.0,-640.5
RM322,31,26-35,0,Travel_Rarely,Sales,7,3,Marketing,4,Male,73,3,2,Sales Executive,4,Divorced,5k-10k,7143,4,No,12,3,4,3,13,3,3,7,7,1,7.0,2124.0,-84.5
RM326,31,26-35,0,Travel_Frequently,Research & Development,7,2,Life Sciences,3,Female,48,2,3,Manufacturing Director,3,Married,5k-10k,14034,1,No,24,4,1,1,10,2,3,10,9,8,9.0,-1350.0,-18.0
RM343,31,26-35,0,Travel_Rarely,Research & Development,7,4,Medical,3,Female,39,3,3,Manufacturing Director,4,Single,5k-10k,25713,1,Yes,14,3,3,0,11,2,2,11,9,4,10.0,-3150.0,416.0
RM370,31,26-35,0,Travel_Rarely,Research & Development,9,4,Life Sciences,3,Male,42,2,1,Research Scientist,2,Single,Upto 5k,7551,0,Yes,16,3,4,0,3,5,3,2,2,2,2.0,-36.0,-424.5
RM395,31,26-35,0,Travel_Rarely,Research & Development,7,2,Medical,2,Female,31,3,2,Manufacturing Director,1,Married,Upto 5k,4156,1,No,12,3,2,1,13,5,1,13,10,3,12.0,-912.0,-272.5
RM400,31,26-35,0,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,98,2,1,Laboratory Technician,1,Married,Upto 5k,16193,1,No,12,3,3,1,4,3,3,4,2,3,2.0,-475.0,-503.5
RM435,31,26-35,0,Travel_Rarely,Research & Development,9,1,Life Sciences,3,Male,33,3,3,Manufacturing Director,2,Divorced,10k-15k,14394,1,No,25,4,4,1,13,6,4,13,8,0,8.0,355.0,458.0
RM440,31,26-35,1,Travel_Frequently,Research & Development,20,3,Life Sciences,1,Male,66,3,3,Healthcare Representative,3,Married,5k-10k,22908,3,No,12,3,1,0,12,2,3,1,0,0,0.0,-469.0,-282.0
RM451,31,26-35,0,Travel_Rarely,Sales,2,1,Life Sciences,2,Male,77,3,2,Sales Executive,4,Single,5k-10k,8346,4,Yes,13,3,3,0,10,2,4,6,5,0,5.0,1159.0,52.5
RM457,31,26-35,0,Travel_Rarely,Sales,7,3,Life Sciences,3,Male,44,2,3,Manager,4,Divorced,10k-15k,25291,9,No,21,4,3,1,10,3,2,5,4,0,1.0,2307.0,-165.0
RM483,31,26-35,1,Travel_Rarely,Sales,13,4,Medical,2,Male,46,3,2,Sales Executive,1,Divorced,Upto 5k,11512,2,No,17,3,3,0,9,2,1,3,1,1,2.0,-1190.0,589.5
RM485,31,26-35,0,Travel_Rarely,Sales,6,4,Medical,1,Male,66,4,2,Sales Executive,4,Divorced,5k-10k,6219,4,No,22,4,4,2,13,4,4,7,7,5,7.0,37.0,-250.5
RM645,31,26-35,0,Travel_Rarely,Research & Development,11,4,Life Sciences,4,Male,48,3,1,Research Scientist,4,Married,Upto 5k,14871,3,Yes,19,3,2,1,8,2,3,6,4,0,2.0,-337.0,389.5
RM676,31,26-35,0,Travel_Rarely,Sales,7,4,Life Sciences,2,Male,41,2,1,Sales Representative,3,Married,Upto 5k,11737,3,No,15,3,2,0,13,2,4,7,7,5,2.0,-243.0,-592.0
RM680,31,26-35,0,Non-Travel,Sales,20,2,Marketing,4,Female,45,3,2,Sales Executive,3,Married,5k-10k,24406,1,No,13,3,4,1,9,2,2,9,8,0,0.0,1509.0,412.5
RM691,31,26-35,0,Travel_Rarely,Research & Development,12,3,Medical,4,Female,41,3,2,Healthcare Representative,4,Married,5k-10k,17369,0,Yes,11,3,3,2,10,2,1,9,7,8,5.0,637.0,-136.5
RM710,31,26-35,1,Non-Travel,Research & Development,9,2,Medical,3,Male,46,2,1,Research Scientist,1,Single,Upto 5k,10322,0,Yes,22,4,1,0,4,0,3,3,2,1,2.0,-372.0,-497.5
RM727,31,26-35,0,Travel_Frequently,Research & Development,1,1,Life Sciences,3,Female,96,3,2,Manufacturing Director,1,Married,Upto 5k,11275,1,No,12,3,3,1,4,1,3,4,3,0,3.0,-1070.0,100.5
RM819,31,26-35,0,Travel_Frequently,Sales,20,3,Life Sciences,3,Male,67,4,1,Sales Representative,4,Married,Upto 5k,21981,0,No,12,3,1,1,3,4,3,2,2,2,2.0,219.0,47.0
RM832,31,26-35,1,Travel_Frequently,Research & Development,15,3,Medical,3,Male,72,3,1,Laboratory Technician,3,Married,Upto 5k,6233,1,No,12,3,3,1,2,5,2,2,2,2,2.0,-83.0,41.5
RM896,31,26-35,0,Travel_Rarely,Research & Development,11,2,Medical,3,Male,80,3,2,Healthcare Representative,1,Married,5k-10k,17089,1,Yes,12,3,4,0,6,2,2,6,5,0,1.0,1615.0,579.5
RM897,31,26-35,0,Travel_Rarely,Research & Development,24,3,Medical,3,Female,96,2,2,Healthcare Representative,1,Single,5k-10k,17198,1,No,19,3,2,0,10,2,3,10,9,1,8.0,1594.0,309.5
RM951,31,26-35,0,Non-Travel,Sales,2,4,Life Sciences,4,Female,57,3,3,Sales Executive,3,Divorced,5k-10k,8935,1,Yes,19,3,1,1,10,5,2,10,8,9,6.0,602.0,-266.0
RM953,31,26-35,1,Travel_Frequently,Sales,1,3,Life Sciences,4,Female,54,3,1,Sales Representative,2,Single,Upto 5k,8319,1,Yes,11,3,1,0,3,2,4,3,2,2,2.0,-270.0,314.0
RM981,31,26-35,1,Travel_Frequently,Sales,2,3,Life Sciences,3,Female,90,2,1,Sales Representative,4,Single,Upto 5k,11882,7,No,14,3,3,0,3,3,4,1,0,0,0.0,213.0,-43.0
RM986,31,26-35,1,Travel_Rarely,Research & Development,22,4,Medical,4,Male,98,3,2,Manufacturing Director,3,Married,5k-10k,21057,1,Yes,15,3,4,2,10,3,2,10,2,6,7.0,961.0,-422.5
RM1013,31,26-35,1,Travel_Frequently,Sales,1,4,Life Sciences,2,Female,50,1,1,Sales Representative,3,Single,Upto 5k,16154,1,No,12,3,2,0,1,3,3,1,0,0,0.0,-1213.0,-79.0
RM1015,31,26-35,0,Travel_Rarely,Research & Development,8,5,Life Sciences,1,Female,93,3,4,Research Director,2,Single,15k+,8847,3,No,11,3,3,0,9,3,4,3,2,1,0.0,51.5,-637.5
RM1017,31,26-35,1,Travel_Rarely,Research & Development,8,3,Life Sciences,1,Female,34,2,1,Research Scientist,2,Single,Upto 5k,22262,1,No,12,3,3,0,1,3,4,1,0,0,0.0,-1432.0,-630.5
RM1031,31,26-35,0,Travel_Rarely,Sales,8,2,Life Sciences,1,Male,31,3,3,Sales Executive,4,Divorced,10k-15k,8386,1,No,18,3,1,1,13,5,3,13,7,9,9.0,1543.0,-527.0
RM1034,31,26-35,1,Travel_Frequently,Research & Development,1,5,Life Sciences,3,Female,100,4,3,Manufacturing Director,2,Single,5k-10k,8931,1,No,11,3,1,0,10,2,3,10,8,4,7.0,-2847.0,629.0
RM1036,31,26-35,0,Travel_Rarely,Human Resources,8,2,Medical,4,Female,96,4,1,Human Resources,2,Single,Upto 5k,24609,9,No,18,3,4,0,8,3,3,3,2,0,2.0,-587.0,610.0
RM1037,31,26-35,1,Travel_Frequently,Research & Development,2,3,Life Sciences,2,Male,94,3,1,Laboratory Technician,4,Married,Upto 5k,21081,6,Yes,13,3,3,1,7,2,1,2,2,2,2.0,1029.0,-309.5
RM1086,31,26-35,1,Travel_Frequently,Research & Development,3,3,Life Sciences,4,Female,33,3,1,Research Scientist,3,Single,Upto 5k,4156,1,No,12,3,1,0,7,2,1,7,2,7,7.0,1391.0,-271.5
RM1145,31,26-35,0,Travel_Frequently,Sales,2,4,Other,4,Male,54,3,2,Sales Executive,1,Single,5k-10k,21602,7,No,13,3,4,0,10,3,3,5,2,0,3.0,-91.0,-60.5
RM1192,31,26-35,0,Travel_Rarely,Sales,5,4,Life Sciences,1,Female,67,3,2,Sales Executive,4,Married,5k-10k,22589,1,No,11,3,1,2,10,2,3,10,0,0,2.0,53.0,336.5
RM1228,31,26-35,0,Travel_Rarely,Research & Development,2,4,Life Sciences,2,Male,69,3,1,Laboratory Technician,3,Married,Upto 5k,18103,1,No,14,3,4,1,6,2,4,5,2,0,3.0,784.0,-91.5
RM1240,31,26-35,0,Travel_Frequently,Research & Development,24,1,Technical Degree,4,Female,30,3,2,Manufacturing Director,4,Single,5k-10k,6670,2,No,20,4,4,0,9,3,2,5,4,1,4.0,20.0,-589.5
RM1248,31,26-35,0,Travel_Rarely,Sales,5,3,Technical Degree,1,Male,51,3,2,Sales Executive,3,Married,5k-10k,20943,1,No,19,3,3,1,6,3,3,5,2,0,2.0,2923.0,227.5
RM1258,31,26-35,1,Travel_Rarely,Sales,16,4,Marketing,1,Male,70,3,3,Sales Executive,3,Married,5k-10k,19002,2,No,13,3,1,3,10,2,3,1,0,0,0.0,-1089.0,226.0
RM1275,31,26-35,0,Travel_Rarely,Sales,29,4,Marketing,1,Female,91,2,2,Sales Executive,4,Married,5k-10k,13402,1,No,14,3,1,2,13,3,3,12,7,5,7.0,45.0,-579.5
RM1307,31,26-35,0,Travel_Frequently,Sales,7,4,Marketing,1,Female,68,3,3,Sales Executive,1,Married,5k-10k,8277,2,No,14,3,4,2,9,3,3,3,2,2,2.0,387.0,272.0
RM1313,31,26-35,1,Travel_Rarely,Human Resources,18,5,Human Resources,4,Male,89,4,1,Human Resources,1,Married,Upto 5k,21495,0,No,17,3,3,0,2,4,3,1,0,0,0.0,260.0,-429.0
RM1342,31,26-35,0,Travel_Rarely,Research & Development,20,3,Life Sciences,2,Male,89,3,2,Laboratory Technician,3,Divorced,Upto 5k,18624,1,No,11,3,1,1,10,2,3,10,8,0,2.0,-1021.0,-441.5
RM1359,31,26-35,0,Travel_Rarely,Sales,10,2,Medical,3,Female,86,3,2,Sales Executive,4,Divorced,5k-10k,20115,2,Yes,11,3,4,1,8,2,3,5,2,1,4.0,1160.0,303.5
RM1361,31,26-35,0,Travel_Rarely,Research & Development,4,3,Medical,1,Female,62,4,1,Laboratory Technician,3,Divorced,Upto 5k,16031,8,No,12,3,2,1,4,0,2,2,2,2,2.0,1285.0,-361.5
RM1383,31,26-35,0,Non-Travel,Research & Development,3,2,Medical,3,Male,48,3,1,Research Scientist,1,Divorced,Upto 5k,3995,1,Yes,13,3,4,1,4,3,4,4,2,2,3.0,372.0,143.5
RM1390,31,26-35,0,Travel_Frequently,Research & Development,1,3,Life Sciences,4,Male,48,1,2,Research Scientist,1,Married,5k-10k,5771,1,No,21,4,2,0,10,6,3,10,8,8,7.0,-215.0,372.5
RM1396,31,26-35,1,Travel_Frequently,Sales,26,4,Marketing,1,Male,63,3,2,Sales Executive,4,Married,5k-10k,21075,1,Yes,11,3,3,0,10,4,3,10,7,0,8.0,194.0,-21.5
RM1403,31,26-35,0,Travel_Rarely,Research & Development,2,1,Medical,4,Female,59,1,1,Laboratory Technician,4,Divorced,Upto 5k,17536,1,Yes,11,3,3,3,1,4,3,1,0,0,0.0,-1564.0,443.5
RM1406,31,26-35,0,Non-Travel,Research & Development,10,3,Medical,3,Female,40,3,3,Research Director,3,Married,10k-15k,26862,4,No,20,4,3,1,13,2,4,11,7,4,8.0,738.0,-119.0
RM1418,31,26-35,0,Travel_Rarely,Sales,2,2,Life Sciences,1,Male,54,3,1,Sales Representative,3,Married,Upto 5k,6393,0,No,19,3,3,1,3,1,3,2,2,1,2.0,495.0,408.0
RM1464,31,26-35,0,Non-Travel,Research & Development,5,3,Medical,2,Male,74,3,2,Manufacturing Director,1,Single,5k-10k,3787,0,No,19,3,2,0,10,2,3,9,4,1,7.0,4718.0,-427.5
RM006,32,26-35,0,Travel_Frequently,Research & Development,2,2,Life Sciences,4,Male,79,3,1,Laboratory Technician,4,Single,Upto 5k,11864,0,No,13,3,3,0,8,2,2,7,7,3,6.0,375.0,172.5
RM017,32,26-35,0,Travel_Rarely,Research & Development,5,2,Life Sciences,1,Male,80,4,1,Research Scientist,2,Divorced,Upto 5k,15053,0,Yes,12,3,4,2,7,5,2,6,2,0,5.0,605.0,-498.5
RM027,32,26-35,1,Travel_Frequently,Research & Development,16,1,Life Sciences,2,Female,72,1,1,Research Scientist,1,Single,Upto 5k,4681,1,Yes,22,4,2,0,10,5,3,10,2,6,3.0,1226.0,292.5
RM061,32,26-35,0,Travel_Rarely,Research & Development,1,3,Medical,1,Male,33,3,2,Manufacturing Director,4,Married,5k-10k,10877,1,Yes,22,4,2,1,9,3,3,9,8,7,8.0,944.0,-325.5
RM074,32,26-35,0,Travel_Rarely,Research & Development,1,3,Life Sciences,2,Male,66,3,2,Research Scientist,2,Married,5k-10k,7346,1,No,17,3,2,2,10,3,3,10,4,0,3.0,1002.0,-204.5
RM095,32,26-35,0,Travel_Rarely,Sales,6,4,Medical,2,Male,87,3,2,Sales Executive,3,Single,5k-10k,24301,1,No,16,3,1,0,12,0,3,11,8,5,7.0,-413.0,317.5
RM102,32,26-35,0,Travel_Rarely,Research & Development,1,1,Life Sciences,4,Male,71,3,1,Research Scientist,1,Single,Upto 5k,15178,1,No,13,3,4,0,1,2,3,1,0,0,0.0,263.0,-5.5
RM141,32,26-35,1,Travel_Rarely,Research & Development,9,3,Medical,1,Female,41,3,1,Laboratory Technician,1,Single,Upto 5k,10224,7,No,22,4,1,0,10,2,4,5,4,0,3.0,1507.0,200.5
